idx,n_estimators,max_features,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
68.0,300.0,13.0,2.6261908054351806,0.029626798629760743,0.529671788056419,0.2805522030628841,0.2890888702317308
69.0,300.0,14.0,2.798517084121704,0.03125290870666504,0.5289032966342712,0.27973869719059985,0.2910851488576019
70.0,300.0,15.0,3.0204065322875975,0.030627918243408204,0.5294046252420441,0.28026925722766916,0.2897764446849071
71.0,300.0,16.0,3.207035255432129,0.030027294158935548,0.5288889153440138,0.2797234847737674,0.29112990805124916
72.0,300.0,17.0,3.329112434387207,0.03062782287597656,0.5295683504967272,0.2804426378478245,0.289345502962134
73.0,300.0,18.0,3.499974775314331,0.030027294158935548,0.5284628418120365,0.27927297517605354,0.2922676687526648
74.0,300.0,19.0,3.681775379180908,0.02919607162475586,0.5290206410194771,0.2798628386246585,0.2906547832602552
75.0,300.0,20.0,3.8665998458862303,0.029386425018310548,0.5293195901388983,0.28017922850481125,0.2899185809613255
76.0,300.0,21.0,4.100782155990601,0.029426765441894532,0.5282998464377724,0.27910072774617384,0.2926613333990953
77.0,300.0,22.0,4.235681962966919,0.030027294158935548,0.5297198751461758,0.2806031461248801,0.2888741241751992
78.0,300.0,23.0,4.369980764389038,0.02924065589904785,0.5295885172741363,0.28046399762861807,0.2890259943292485
79.0,300.0,24.0,4.555130386352539,0.02922658920288086,0.529954820207646,0.2808521114613184,0.2882918685439563
80.0,300.0,25.0,4.725606918334961,0.030607938766479492,0.5292389299605732,0.2800938449858125,0.2901659472460977
81.0,300.0,26.0,4.962192964553833,0.0306671142578125,0.5301695835603136,0.28107978733251643,0.28768560994248815
82.0,300.0,27.0,5.117787599563599,0.030027294158935548,0.5291846349844564,0.28003637790363245,0.2903010378710416
83.0,300.0,28.0,5.232820224761963,0.029400968551635744,0.5286085755976315,0.279427026195357,0.29182989949300564
84.0,400.0,1.0,0.6748018741607666,0.04003639221191406,0.5452483194649104,0.2972957298793089,0.24714128516354114
85.0,400.0,2.0,0.925841236114502,0.04043688774108887,0.5374298025732467,0.28883079269391887,0.26836785467618507
86.0,400.0,3.0,1.1994890213012694,0.04524121284484863,0.5345644587468454,0.2857591605553078,0.2761243249904979
87.0,400.0,4.0,1.4414865493774414,0.04024028778076172,0.5321020236041961,0.2831325635236805,0.28271044834507675
88.0,400.0,5.0,1.684956169128418,0.03887677192687988,0.5326250965205939,0.2836894934435719,0.2813341318153108
89.0,400.0,6.0,1.9275229454040528,0.04035806655883789,0.5290515744964392,0.2798955684771614,0.2908540330466849
90.0,400.0,7.0,2.141145133972168,0.04003643989562988,0.5298342886418331,0.28072437342059736,0.2887356192981188
