idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
107.0,0.05,100.0,10.0,2.3891079902648924,0.0024023056030273438,1.2316921242610699,1.5170654889667468,0.08936433036264209
108.0,0.05,200.0,1.0,0.5999914169311523,0.0008006095886230469,1.194107844363666,1.425893543970841,0.1362301718652689
109.0,0.05,200.0,2.0,1.1597950458526611,0.0009979248046875,1.15015817315995,1.3228638232866332,0.20051938019006937
110.0,0.05,200.0,3.0,1.6796284198760987,0.001401233673095703,1.1466210733978257,1.3147398859599821,0.2033459941022578
111.0,0.05,200.0,4.0,2.2178147792816163,0.0014014720916748046,1.1625223512744112,1.3514582172125855,0.18320667625290793
112.0,0.05,200.0,5.0,2.7444262981414793,0.0020018577575683593,1.1677522455195049,1.363645306915846,0.17581505286151683
113.0,0.05,200.0,10.0,4.883693504333496,0.004403877258300781,1.231661334771895,1.5169896435720862,0.08950469570968948
114.0,0.05,500.0,1.0,1.5122790336608887,0.0010009288787841796,1.1954079775188424,1.4290002327156894,0.13226856149932764
115.0,0.05,500.0,2.0,2.8862510681152345,0.0016014575958251953,1.1704286906271852,1.3699033198432673,0.17192300326741422
116.0,0.05,500.0,3.0,4.23182954788208,0.0022018909454345702,1.16189303811032,1.3499954320092296,0.18200048540187724
117.0,0.05,500.0,4.0,5.527709436416626,0.0028040409088134766,1.1681495220007212,1.3645733057505134,0.17580372989488904
118.0,0.05,500.0,5.0,6.752440547943115,0.004003572463989258,1.1688016029191535,1.3660971869863825,0.1749679389585893
119.0,0.05,500.0,10.0,12.415655136108398,0.009608650207519531,1.231577098935764,1.5167821506230326,0.08963872758225973
120.0,0.05,1000.0,1.0,3.0066410541534423,0.0016015052795410156,1.202528849429609,1.446075633710499,0.12066988799079266
121.0,0.05,1000.0,2.0,5.783601951599121,0.002402496337890625,1.1823362730734694,1.3979190626252618,0.15437117176160514
122.0,0.05,1000.0,3.0,8.434129428863525,0.0042037487030029295,1.1643663996167495,1.3557491125564718,0.1785253018113243
123.0,0.05,1000.0,4.0,11.061777830123901,0.005204629898071289,1.168740981410694,1.365955481628832,0.17515745087710766
124.0,0.05,1000.0,5.0,13.526824283599854,0.007206392288208008,1.1687407875307387,1.3659550284379716,0.17500664881337819
125.0,0.05,1000.0,10.0,25.004459714889528,0.017870426177978516,1.2315768397216442,1.5167815121387525,0.08963949527531505
126.0,0.01,1.0,1.0,0.003803730010986328,0.0006004810333251953,1.292809264555285,1.671355794519977,-0.001678588888156063
127.0,0.01,1.0,2.0,0.007207250595092774,0.0006002902984619141,1.2914849100995398,1.6679332730148162,0.0003193798946800719
128.0,0.01,1.0,3.0,0.01040802001953125,0.0008012294769287109,1.2914373629665703,1.6678104624660492,0.0002409136028723502
129.0,0.01,1.0,4.0,0.01161055564880371,0.0006003856658935546,1.2915286318324735,1.6680462068430608,0.00016607614134789284
130.0,0.01,1.0,5.0,0.013941526412963867,0.000670480728149414,1.2914950773823575,1.6679595349028618,0.0002542000893550389
131.0,0.01,1.0,10.0,0.024223804473876953,0.0,1.290633266680414,1.6657342290621564,0.0017119492581546992
132.0,0.01,10.0,1.0,0.030055713653564454,0.0006005764007568359,1.2853153304098486,1.6520354985865784,0.0098290193042754
133.0,0.01,10.0,2.0,0.05945425033569336,0.0006004810333251953,1.2729767259092684,1.6204697447066807,0.02821343627067503
134.0,0.01,10.0,3.0,0.08567771911621094,0.0008004188537597656,1.2722650532707682,1.618658365774071,0.02897703188738099
135.0,0.01,10.0,4.0,0.11850800514221191,0.0006006240844726562,1.2731537814214617,1.6209205511477673,0.028376776568464844
136.0,0.01,10.0,5.0,0.1391265869140625,0.0008006572723388671,1.272176438275441,1.6184328901031872,0.029984486969778602
137.0,0.01,10.0,10.0,0.234413480758667,0.0010007858276367188,1.2670766237451458,1.605483170441398,0.038088920776320354
138.0,0.01,50.0,1.0,0.14973583221435546,0.0004004955291748047,1.2598091475097166,1.587119088149159,0.048569741983888456
139.0,0.01,50.0,2.0,0.2862878322601318,0.000600433349609375,1.2269438935301125,1.5053913178708318,0.09631662220757534
140.0,0.01,50.0,3.0,0.4198720932006836,0.0008008956909179687,1.216397487595623,1.4796228478289435,0.11019692272038897
141.0,0.01,50.0,4.0,0.546587610244751,0.0006006717681884766,1.212131188861195,1.469262019010054,0.11589065539788194
142.0,0.01,50.0,5.0,0.6633554458618164,0.001201295852661133,1.2019921253762964,1.4447850694666262,0.13190519518740187
143.0,0.01,50.0,10.0,1.1959972381591797,0.0016012191772460938,1.21323892843624,1.4719486974731157,0.11818488033206705
144.0,0.01,100.0,1.0,0.3102412700653076,0.0008007049560546875,1.2355542704214868,1.5265943551567727,0.0844650652736326
145.0,0.01,100.0,2.0,0.5754065990447998,0.0008006572723388671,1.1933496876951384,1.4240834771220843,0.14428462454314314
