WKT,fid,id,left,top,right,bottom,AGB
POINT (334361.8479 633390.5522),18012,18012,334361.8479,633390.5522,334661.8479,633690.5522,743
POINT (334361.8479 633090.5522),18013,18013,334361.8479,633090.5522,334661.8479,633390.5522,221
POINT (334361.8479 632790.5522),18014,18014,334361.8479,632790.5522,334661.8479,633090.5522,341
POINT (334361.8479 632490.5522),18015,18015,334361.8479,632490.5522,334661.8479,632790.5522,762
POINT (334361.8479 632190.5522),18016,18016,334361.8479,632190.5522,334661.8479,632490.5522,264
POINT (334361.8479 631890.5522),18017,18017,334361.8479,631890.5522,334661.8479,632190.5522,169
POINT (334361.8479 631590.5522),18018,18018,334361.8479,631590.5522,334661.8479,631890.5522,501
POINT (334361.8479 631290.5522),18019,18019,334361.8479,631290.5522,334661.8479,631590.5522,39
POINT (334361.8479 630990.5522),18020,18020,334361.8479,630990.5522,334661.8479,631290.5522,39
POINT (334361.8479 630690.5522),18021,18021,334361.8479,630690.5522,334661.8479,630990.5522,132
POINT (334361.8479 630390.5522),18022,18022,334361.8479,630390.5522,334661.8479,630690.5522,87
POINT (334361.8479 630090.5522),18023,18023,334361.8479,630090.5522,334661.8479,630390.5522,73
POINT (334361.8479 629790.5522),18024,18024,334361.8479,629790.5522,334661.8479,630090.5522,30
POINT (334361.8479 629490.5522),18025,18025,334361.8479,629490.5522,334661.8479,629790.5522,17
POINT (334361.8479 629190.5522),18026,18026,334361.8479,629190.5522,334661.8479,629490.5522,17
POINT (334361.8479 628890.5522),18027,18027,334361.8479,628890.5522,334661.8479,629190.5522,107
POINT (334361.8479 628590.5522),18028,18028,334361.8479,628590.5522,334661.8479,628890.5522,94
POINT (334361.8479 628290.5522),18029,18029,334361.8479,628290.5522,334661.8479,628590.5522,51
POINT (334361.8479 627990.5522),18030,18030,334361.8479,627990.5522,334661.8479,628290.5522,57
POINT (334361.8479 627690.5522),18031,18031,334361.8479,627690.5522,334661.8479,627990.5522,104
POINT (334361.8479 627390.5522),18032,18032,334361.8479,627390.5522,334661.8479,627690.5522,45
POINT (334361.8479 627090.5522),18033,18033,334361.8479,627090.5522,334661.8479,627390.5522,199
POINT (334361.8479 626790.5522),18034,18034,334361.8479,626790.5522,334661.8479,627090.5522,20
POINT (334361.8479 626490.5522),18035,18035,334361.8479,626490.5522,334661.8479,626790.5522,46
POINT (334361.8479 626190.5522),18036,18036,334361.8479,626190.5522,334661.8479,626490.5522,440
POINT (334361.8479 625890.5522),18037,18037,334361.8479,625890.5522,334661.8479,626190.5522,126
POINT (334361.8479 625590.5522),18038,18038,334361.8479,625590.5522,334661.8479,625890.5522,123
POINT (334361.8479 625290.5522),18039,18039,334361.8479,625290.5522,334661.8479,625590.5522,140
POINT (334361.8479 624990.5522),18040,18040,334361.8479,624990.5522,334661.8479,625290.5522,154
POINT (334361.8479 624690.5522),18041,18041,334361.8479,624690.5522,334661.8479,624990.5522,117
POINT (334361.8479 624390.5522),18042,18042,334361.8479,624390.5522,334661.8479,624690.5522,65
POINT (334361.8479 624090.5522),18043,18043,334361.8479,624090.5522,334661.8479,624390.5522,82
POINT (334361.8479 623790.5522),18044,18044,334361.8479,623790.5522,334661.8479,624090.5522,20
POINT (334361.8479 623490.5522),18045,18045,334361.8479,623490.5522,334661.8479,623790.5522,64
POINT (334361.8479 623190.5522),18046,18046,334361.8479,623190.5522,334661.8479,623490.5522,18
POINT (334361.8479 622890.5522),18047,18047,334361.8479,622890.5522,334661.8479,623190.5522,31
POINT (334361.8479 622590.5522),18048,18048,334361.8479,622590.5522,334661.8479,622890.5522,31
POINT (334361.8479 622290.5522),18049,18049,334361.8479,622290.5522,334661.8479,622590.5522,113
POINT (334361.8479 621990.5522),18050,18050,334361.8479,621990.5522,334661.8479,622290.5522,94
POINT (334361.8479 621690.5522),18051,18051,334361.8479,621690.5522,334661.8479,621990.5522,25
POINT (334361.8479 621390.5522),18052,18052,334361.8479,621390.5522,334661.8479,621690.5522,130
POINT (334361.8479 621090.5522),18053,18053,334361.8479,621090.5522,334661.8479,621390.5522,130
POINT (334361.8479 620790.5522),18054,18054,334361.8479,620790.5522,334661.8479,621090.5522,19
POINT (334361.8479 620490.5522),18055,18055,334361.8479,620490.5522,334661.8479,620790.5522,35
POINT (334361.8479 620190.5522),18056,18056,334361.8479,620190.5522,334661.8479,620490.5522,78
POINT (334361.8479 619890.5522),18057,18057,334361.8479,619890.5522,334661.8479,620190.5522,102
POINT (334361.8479 619590.5522),18058,18058,334361.8479,619590.5522,334661.8479,619890.5522,20
POINT (334361.8479 619290.5522),18059,18059,334361.8479,619290.5522,334661.8479,619590.5522,137
POINT (334361.8479 618990.5522),18060,18060,334361.8479,618990.5522,334661.8479,619290.5522,19
POINT (334361.8479 618690.5522),18061,18061,334361.8479,618690.5522,334661.8479,618990.5522,164
POINT (334361.8479 618390.5522),18062,18062,334361.8479,618390.5522,334661.8479,618690.5522,54
POINT (334361.8479 618090.5522),18063,18063,334361.8479,618090.5522,334661.8479,618390.5522,18
POINT (334361.8479 617790.5522),18064,18064,334361.8479,617790.5522,334661.8479,618090.5522,21
POINT (334361.8479 617490.5522),18065,18065,334361.8479,617490.5522,334661.8479,617790.5522,65
POINT (334361.8479 617190.5522),18066,18066,334361.8479,617190.5522,334661.8479,617490.5522,18
POINT (334361.8479 616890.5522),18067,18067,334361.8479,616890.5522,334661.8479,617190.5522,69
POINT (334361.8479 616590.5522),18068,18068,334361.8479,616590.5522,334661.8479,616890.5522,35
POINT (334361.8479 616290.5522),18069,18069,334361.8479,616290.5522,334661.8479,616590.5522,55
POINT (334361.8479 615990.5522),18070,18070,334361.8479,615990.5522,334661.8479,616290.5522,26
POINT (334361.8479 615690.5522),18071,18071,334361.8479,615690.5522,334661.8479,615990.5522,39
POINT (334361.8479 615390.5522),18072,18072,334361.8479,615390.5522,334661.8479,615690.5522,84
POINT (334361.8479 615090.5522),18073,18073,334361.8479,615090.5522,334661.8479,615390.5522,25
POINT (334361.8479 614790.5522),18074,18074,334361.8479,614790.5522,334661.8479,615090.5522,136
POINT (334361.8479 614490.5522),18075,18075,334361.8479,614490.5522,334661.8479,614790.5522,352
POINT (334361.8479 614190.5522),18076,18076,334361.8479,614190.5522,334661.8479,614490.5522,354
POINT (334361.8479 613890.5522),18077,18077,334361.8479,613890.5522,334661.8479,614190.5522,476
POINT (334361.8479 613590.5522),18078,18078,334361.8479,613590.5522,334661.8479,613890.5522,116
POINT (334661.8479 652590.5522),18079,18079,334661.8479,652590.5522,334961.8479,652890.5522,
POINT (334661.8479 652290.5522),18080,18080,334661.8479,652290.5522,334961.8479,652590.5522,102
POINT (334661.8479 651990.5522),18081,18081,334661.8479,651990.5522,334961.8479,652290.5522,36
POINT (334661.8479 651690.5522),18082,18082,334661.8479,651690.5522,334961.8479,651990.5522,75
POINT (334661.8479 651390.5522),18083,18083,334661.8479,651390.5522,334961.8479,651690.5522,75
POINT (334661.8479 651090.5522),18084,18084,334661.8479,651090.5522,334961.8479,651390.5522,41
POINT (334661.8479 650790.5522),18085,18085,334661.8479,650790.5522,334961.8479,651090.5522,60
POINT (334661.8479 650490.5522),18086,18086,334661.8479,650490.5522,334961.8479,650790.5522,36
POINT (334661.8479 650190.5522),18087,18087,334661.8479,650190.5522,334961.8479,650490.5522,19
POINT (334661.8479 649890.5522),18088,18088,334661.8479,649890.5522,334961.8479,650190.5522,114
POINT (334661.8479 649590.5522),18089,18089,334661.8479,649590.5522,334961.8479,649890.5522,144
POINT (334661.8479 649290.5522),18090,18090,334661.8479,649290.5522,334961.8479,649590.5522,31
POINT (334661.8479 648990.5522),18091,18091,334661.8479,648990.5522,334961.8479,649290.5522,90
POINT (334661.8479 648690.5522),18092,18092,334661.8479,648690.5522,334961.8479,648990.5522,41
POINT (334661.8479 648390.5522),18093,18093,334661.8479,648390.5522,334961.8479,648690.5522,83
POINT (334661.8479 648090.5522),18094,18094,334661.8479,648090.5522,334961.8479,648390.5522,69
POINT (334661.8479 647790.5522),18095,18095,334661.8479,647790.5522,334961.8479,648090.5522,165
POINT (334661.8479 647490.5522),18096,18096,334661.8479,647490.5522,334961.8479,647790.5522,16
POINT (334661.8479 647190.5522),18097,18097,334661.8479,647190.5522,334961.8479,647490.5522,64
POINT (334661.8479 646890.5522),18098,18098,334661.8479,646890.5522,334961.8479,647190.5522,83
POINT (334661.8479 646590.5522),18099,18099,334661.8479,646590.5522,334961.8479,646890.5522,184
POINT (334661.8479 646290.5522),18100,18100,334661.8479,646290.5522,334961.8479,646590.5522,49
POINT (334661.8479 645990.5522),18101,18101,334661.8479,645990.5522,334961.8479,646290.5522,108
POINT (334661.8479 645690.5522),18102,18102,334661.8479,645690.5522,334961.8479,645990.5522,122
POINT (334661.8479 645390.5522),18103,18103,334661.8479,645390.5522,334961.8479,645690.5522,243
POINT (334661.8479 645090.5522),18104,18104,334661.8479,645090.5522,334961.8479,645390.5522,267
POINT (334661.8479 644790.5522),18105,18105,334661.8479,644790.5522,334961.8479,645090.5522,223
POINT (334661.8479 644490.5522),18106,18106,334661.8479,644490.5522,334961.8479,644790.5522,161
POINT (334661.8479 644190.5522),18107,18107,334661.8479,644190.5522,334961.8479,644490.5522,127
POINT (334661.8479 643890.5522),18108,18108,334661.8479,643890.5522,334961.8479,644190.5522,141
POINT (334661.8479 643590.5522),18109,18109,334661.8479,643590.5522,334961.8479,643890.5522,20
POINT (334661.8479 643290.5522),18110,18110,334661.8479,643290.5522,334961.8479,643590.5522,57
POINT (334661.8479 642990.5522),18111,18111,334661.8479,642990.5522,334961.8479,643290.5522,136
POINT (334661.8479 642690.5522),18112,18112,334661.8479,642690.5522,334961.8479,642990.5522,108
POINT (334661.8479 642390.5522),18113,18113,334661.8479,642390.5522,334961.8479,642690.5522,59
POINT (334661.8479 642090.5522),18114,18114,334661.8479,642090.5522,334961.8479,642390.5522,30
POINT (334661.8479 641790.5522),18115,18115,334661.8479,641790.5522,334961.8479,642090.5522,16
POINT (334661.8479 641490.5522),18116,18116,334661.8479,641490.5522,334961.8479,641790.5522,16
POINT (334661.8479 641190.5522),18117,18117,334661.8479,641190.5522,334961.8479,641490.5522,40
POINT (334661.8479 640890.5522),18118,18118,334661.8479,640890.5522,334961.8479,641190.5522,1004
POINT (334661.8479 640590.5522),18119,18119,334661.8479,640590.5522,334961.8479,640890.5522,816
POINT (334661.8479 640290.5522),18120,18120,334661.8479,640290.5522,334961.8479,640590.5522,1178
POINT (334661.8479 639990.5522),18121,18121,334661.8479,639990.5522,334961.8479,640290.5522,751
POINT (334661.8479 639690.5522),18122,18122,334661.8479,639690.5522,334961.8479,639990.5522,242
POINT (334661.8479 639390.5522),18123,18123,334661.8479,639390.5522,334961.8479,639690.5522,442
POINT (334661.8479 639090.5522),18124,18124,334661.8479,639090.5522,334961.8479,639390.5522,704
POINT (334661.8479 638790.5522),18125,18125,334661.8479,638790.5522,334961.8479,639090.5522,160
POINT (334661.8479 638490.5522),18126,18126,334661.8479,638490.5522,334961.8479,638790.5522,111
POINT (334661.8479 638190.5522),18127,18127,334661.8479,638190.5522,334961.8479,638490.5522,601
POINT (334661.8479 637890.5522),18128,18128,334661.8479,637890.5522,334961.8479,638190.5522,604
POINT (334661.8479 637590.5522),18129,18129,334661.8479,637590.5522,334961.8479,637890.5522,45
POINT (334661.8479 637290.5522),18130,18130,334661.8479,637290.5522,334961.8479,637590.5522,77
POINT (334661.8479 636990.5522),18131,18131,334661.8479,636990.5522,334961.8479,637290.5522,96
POINT (334661.8479 636690.5522),18132,18132,334661.8479,636690.5522,334961.8479,636990.5522,462
POINT (334661.8479 636390.5522),18133,18133,334661.8479,636390.5522,334961.8479,636690.5522,574
POINT (334661.8479 636090.5522),18134,18134,334661.8479,636090.5522,334961.8479,636390.5522,731
POINT (334661.8479 635790.5522),18135,18135,334661.8479,635790.5522,334961.8479,636090.5522,1093
POINT (334661.8479 635490.5522),18136,18136,334661.8479,635490.5522,334961.8479,635790.5522,649
POINT (334661.8479 635190.5522),18137,18137,334661.8479,635190.5522,334961.8479,635490.5522,840
POINT (334661.8479 634890.5522),18138,18138,334661.8479,634890.5522,334961.8479,635190.5522,850
POINT (334661.8479 634590.5522),18139,18139,334661.8479,634590.5522,334961.8479,634890.5522,903
POINT (334661.8479 634290.5522),18140,18140,334661.8479,634290.5522,334961.8479,634590.5522,921
POINT (334661.8479 633990.5522),18141,18141,334661.8479,633990.5522,334961.8479,634290.5522,801
POINT (334661.8479 633690.5522),18142,18142,334661.8479,633690.5522,334961.8479,633990.5522,378
POINT (334661.8479 633390.5522),18143,18143,334661.8479,633390.5522,334961.8479,633690.5522,871
POINT (334661.8479 633090.5522),18144,18144,334661.8479,633090.5522,334961.8479,633390.5522,505
POINT (334661.8479 632790.5522),18145,18145,334661.8479,632790.5522,334961.8479,633090.5522,346
POINT (334661.8479 632490.5522),18146,18146,334661.8479,632490.5522,334961.8479,632790.5522,632
POINT (334661.8479 632190.5522),18147,18147,334661.8479,632190.5522,334961.8479,632490.5522,653
POINT (334661.8479 631890.5522),18148,18148,334661.8479,631890.5522,334961.8479,632190.5522,607
POINT (334661.8479 631590.5522),18149,18149,334661.8479,631590.5522,334961.8479,631890.5522,745
POINT (334661.8479 631290.5522),18150,18150,334661.8479,631290.5522,334961.8479,631590.5522,745
POINT (334661.8479 630990.5522),18151,18151,334661.8479,630990.5522,334961.8479,631290.5522,26
POINT (334661.8479 630690.5522),18152,18152,334661.8479,630690.5522,334961.8479,630990.5522,94
POINT (334661.8479 630390.5522),18153,18153,334661.8479,630390.5522,334961.8479,630690.5522,57
POINT (334661.8479 630090.5522),18154,18154,334661.8479,630090.5522,334961.8479,630390.5522,68
POINT (334661.8479 629790.5522),18155,18155,334661.8479,629790.5522,334961.8479,630090.5522,16
POINT (334661.8479 629490.5522),18156,18156,334661.8479,629490.5522,334961.8479,629790.5522,122
POINT (334661.8479 629190.5522),18157,18157,334661.8479,629190.5522,334961.8479,629490.5522,59
POINT (334661.8479 628890.5522),18158,18158,334661.8479,628890.5522,334961.8479,629190.5522,117
POINT (334661.8479 628590.5522),18159,18159,334661.8479,628590.5522,334961.8479,628890.5522,60
POINT (334661.8479 628290.5522),18160,18160,334661.8479,628290.5522,334961.8479,628590.5522,32
POINT (334661.8479 627990.5522),18161,18161,334661.8479,627990.5522,334961.8479,628290.5522,20
POINT (334661.8479 627690.5522),18162,18162,334661.8479,627690.5522,334961.8479,627990.5522,86
POINT (334661.8479 627390.5522),18163,18163,334661.8479,627390.5522,334961.8479,627690.5522,43
POINT (334661.8479 627090.5522),18164,18164,334661.8479,627090.5522,334961.8479,627390.5522,78
POINT (334661.8479 626790.5522),18165,18165,334661.8479,626790.5522,334961.8479,627090.5522,19
POINT (334661.8479 626490.5522),18166,18166,334661.8479,626490.5522,334961.8479,626790.5522,19
POINT (334661.8479 626190.5522),18167,18167,334661.8479,626190.5522,334961.8479,626490.5522,53
POINT (334661.8479 625890.5522),18168,18168,334661.8479,625890.5522,334961.8479,626190.5522,63
POINT (334661.8479 625590.5522),18169,18169,334661.8479,625590.5522,334961.8479,625890.5522,169
POINT (334661.8479 625290.5522),18170,18170,334661.8479,625290.5522,334961.8479,625590.5522,94
POINT (334661.8479 624990.5522),18171,18171,334661.8479,624990.5522,334961.8479,625290.5522,65
POINT (334661.8479 624690.5522),18172,18172,334661.8479,624690.5522,334961.8479,624990.5522,65
POINT (334661.8479 624390.5522),18173,18173,334661.8479,624390.5522,334961.8479,624690.5522,102
POINT (334661.8479 624090.5522),18174,18174,334661.8479,624090.5522,334961.8479,624390.5522,17
POINT (334661.8479 623790.5522),18175,18175,334661.8479,623790.5522,334961.8479,624090.5522,17
POINT (334661.8479 623490.5522),18176,18176,334661.8479,623490.5522,334961.8479,623790.5522,54
POINT (334661.8479 623190.5522),18177,18177,334661.8479,623190.5522,334961.8479,623490.5522,35
POINT (334661.8479 622890.5522),18178,18178,334661.8479,622890.5522,334961.8479,623190.5522,46
POINT (334661.8479 622590.5522),18179,18179,334661.8479,622590.5522,334961.8479,622890.5522,143
POINT (334661.8479 622290.5522),18180,18180,334661.8479,622290.5522,334961.8479,622590.5522,456
POINT (334661.8479 621990.5522),18181,18181,334661.8479,621990.5522,334961.8479,622290.5522,64
POINT (334661.8479 621690.5522),18182,18182,334661.8479,621690.5522,334961.8479,621990.5522,39
POINT (334661.8479 621390.5522),18183,18183,334661.8479,621390.5522,334961.8479,621690.5522,110
POINT (334661.8479 621090.5522),18184,18184,334661.8479,621090.5522,334961.8479,621390.5522,110
POINT (334661.8479 620790.5522),18185,18185,334661.8479,620790.5522,334961.8479,621090.5522,40
POINT (334661.8479 620490.5522),18186,18186,334661.8479,620490.5522,334961.8479,620790.5522,75
POINT (334661.8479 620190.5522),18187,18187,334661.8479,620190.5522,334961.8479,620490.5522,51
POINT (334661.8479 619890.5522),18188,18188,334661.8479,619890.5522,334961.8479,620190.5522,134
POINT (334661.8479 619590.5522),18189,18189,334661.8479,619590.5522,334961.8479,619890.5522,20
POINT (334661.8479 619290.5522),18190,18190,334661.8479,619290.5522,334961.8479,619590.5522,151
POINT (334661.8479 618990.5522),18191,18191,334661.8479,618990.5522,334961.8479,619290.5522,18
POINT (334661.8479 618690.5522),18192,18192,334661.8479,618690.5522,334961.8479,618990.5522,21
POINT (334661.8479 618390.5522),18193,18193,334661.8479,618390.5522,334961.8479,618690.5522,118
POINT (334661.8479 618090.5522),18194,18194,334661.8479,618090.5522,334961.8479,618390.5522,26
POINT (334661.8479 617790.5522),18195,18195,334661.8479,617790.5522,334961.8479,618090.5522,84
POINT (334661.8479 617490.5522),18196,18196,334661.8479,617490.5522,334961.8479,617790.5522,55
POINT (334661.8479 617190.5522),18197,18197,334661.8479,617190.5522,334961.8479,617490.5522,18
POINT (334661.8479 616890.5522),18198,18198,334661.8479,616890.5522,334961.8479,617190.5522,17
POINT (334661.8479 616590.5522),18199,18199,334661.8479,616590.5522,334961.8479,616890.5522,21
POINT (334661.8479 616290.5522),18200,18200,334661.8479,616290.5522,334961.8479,616590.5522,148
POINT (334661.8479 615990.5522),18201,18201,334661.8479,615990.5522,334961.8479,616290.5522,138
POINT (334661.8479 615690.5522),18202,18202,334661.8479,615690.5522,334961.8479,615990.5522,98
POINT (334661.8479 615390.5522),18203,18203,334661.8479,615390.5522,334961.8479,615690.5522,121
POINT (334661.8479 615090.5522),18204,18204,334661.8479,615090.5522,334961.8479,615390.5522,227
POINT (334661.8479 614790.5522),18205,18205,334661.8479,614790.5522,334961.8479,615090.5522,561
POINT (334661.8479 614490.5522),18206,18206,334661.8479,614490.5522,334961.8479,614790.5522,629
POINT (334661.8479 614190.5522),18207,18207,334661.8479,614190.5522,334961.8479,614490.5522,576
POINT (334661.8479 613890.5522),18208,18208,334661.8479,613890.5522,334961.8479,614190.5522,223
POINT (334661.8479 613590.5522),18209,18209,334661.8479,613590.5522,334961.8479,613890.5522,300
POINT (334961.8479 652590.5522),18210,18210,334961.8479,652590.5522,335261.8479,652890.5522,
POINT (334961.8479 652290.5522),18211,18211,334961.8479,652290.5522,335261.8479,652590.5522,117
POINT (334961.8479 651990.5522),18212,18212,334961.8479,651990.5522,335261.8479,652290.5522,138
POINT (334961.8479 651690.5522),18213,18213,334961.8479,651690.5522,335261.8479,651990.5522,138
POINT (334961.8479 651390.5522),18214,18214,334961.8479,651390.5522,335261.8479,651690.5522,119
POINT (334961.8479 651090.5522),18215,18215,334961.8479,651090.5522,335261.8479,651390.5522,89
POINT (334961.8479 650790.5522),18216,18216,334961.8479,650790.5522,335261.8479,651090.5522,128
POINT (334961.8479 650490.5522),18217,18217,334961.8479,650490.5522,335261.8479,650790.5522,22
POINT (334961.8479 650190.5522),18218,18218,334961.8479,650190.5522,335261.8479,650490.5522,94
POINT (334961.8479 649890.5522),18219,18219,334961.8479,649890.5522,335261.8479,650190.5522,370
POINT (334961.8479 649590.5522),18220,18220,334961.8479,649590.5522,335261.8479,649890.5522,626
POINT (334961.8479 649290.5522),18221,18221,334961.8479,649290.5522,335261.8479,649590.5522,514
POINT (334961.8479 648990.5522),18222,18222,334961.8479,648990.5522,335261.8479,649290.5522,452
POINT (334961.8479 648690.5522),18223,18223,334961.8479,648690.5522,335261.8479,648990.5522,402
POINT (334961.8479 648390.5522),18224,18224,334961.8479,648390.5522,335261.8479,648690.5522,488
POINT (334961.8479 648090.5522),18225,18225,334961.8479,648090.5522,335261.8479,648390.5522,349
POINT (334961.8479 647790.5522),18226,18226,334961.8479,647790.5522,335261.8479,648090.5522,440
POINT (334961.8479 647490.5522),18227,18227,334961.8479,647490.5522,335261.8479,647790.5522,247
POINT (334961.8479 647190.5522),18228,18228,334961.8479,647190.5522,335261.8479,647490.5522,247
POINT (334961.8479 646890.5522),18229,18229,334961.8479,646890.5522,335261.8479,647190.5522,133
POINT (334961.8479 646590.5522),18230,18230,334961.8479,646590.5522,335261.8479,646890.5522,68
POINT (334961.8479 646290.5522),18231,18231,334961.8479,646290.5522,335261.8479,646590.5522,412
POINT (334961.8479 645990.5522),18232,18232,334961.8479,645990.5522,335261.8479,646290.5522,146
POINT (334961.8479 645690.5522),18233,18233,334961.8479,645690.5522,335261.8479,645990.5522,64
POINT (334961.8479 645390.5522),18234,18234,334961.8479,645390.5522,335261.8479,645690.5522,54
POINT (334961.8479 645090.5522),18235,18235,334961.8479,645090.5522,335261.8479,645390.5522,59
POINT (334961.8479 644790.5522),18236,18236,334961.8479,644790.5522,335261.8479,645090.5522,50
POINT (334961.8479 644490.5522),18237,18237,334961.8479,644490.5522,335261.8479,644790.5522,74
POINT (334961.8479 644190.5522),18238,18238,334961.8479,644190.5522,335261.8479,644490.5522,221
POINT (334961.8479 643890.5522),18239,18239,334961.8479,643890.5522,335261.8479,644190.5522,67
POINT (334961.8479 643590.5522),18240,18240,334961.8479,643590.5522,335261.8479,643890.5522,63
POINT (334961.8479 643290.5522),18241,18241,334961.8479,643290.5522,335261.8479,643590.5522,76
POINT (334961.8479 642990.5522),18242,18242,334961.8479,642990.5522,335261.8479,643290.5522,135
POINT (334961.8479 642690.5522),18243,18243,334961.8479,642690.5522,335261.8479,642990.5522,44
POINT (334961.8479 642390.5522),18244,18244,334961.8479,642390.5522,335261.8479,642690.5522,103
POINT (334961.8479 642090.5522),18245,18245,334961.8479,642090.5522,335261.8479,642390.5522,132
POINT (334961.8479 641790.5522),18246,18246,334961.8479,641790.5522,335261.8479,642090.5522,20
POINT (334961.8479 641490.5522),18247,18247,334961.8479,641490.5522,335261.8479,641790.5522,20
POINT (334961.8479 641190.5522),18248,18248,334961.8479,641190.5522,335261.8479,641490.5522,21
POINT (334961.8479 640890.5522),18249,18249,334961.8479,640890.5522,335261.8479,641190.5522,1082
POINT (334961.8479 640590.5522),18250,18250,334961.8479,640590.5522,335261.8479,640890.5522,378
POINT (334961.8479 640290.5522),18251,18251,334961.8479,640290.5522,335261.8479,640590.5522,1058
POINT (334961.8479 639990.5522),18252,18252,334961.8479,639990.5522,335261.8479,640290.5522,322
POINT (334961.8479 639690.5522),18253,18253,334961.8479,639690.5522,335261.8479,639990.5522,196
POINT (334961.8479 639390.5522),18254,18254,334961.8479,639390.5522,335261.8479,639690.5522,215
POINT (334961.8479 639090.5522),18255,18255,334961.8479,639090.5522,335261.8479,639390.5522,195
POINT (334961.8479 638790.5522),18256,18256,334961.8479,638790.5522,335261.8479,639090.5522,630
POINT (334961.8479 638490.5522),18257,18257,334961.8479,638490.5522,335261.8479,638790.5522,947
POINT (334961.8479 638190.5522),18258,18258,334961.8479,638190.5522,335261.8479,638490.5522,904
POINT (334961.8479 637890.5522),18259,18259,334961.8479,637890.5522,335261.8479,638190.5522,364
POINT (334961.8479 637590.5522),18260,18260,334961.8479,637590.5522,335261.8479,637890.5522,46
POINT (334961.8479 637290.5522),18261,18261,334961.8479,637290.5522,335261.8479,637590.5522,41
POINT (334961.8479 636990.5522),18262,18262,334961.8479,636990.5522,335261.8479,637290.5522,107
POINT (334961.8479 636690.5522),18263,18263,334961.8479,636690.5522,335261.8479,636990.5522,797
POINT (334961.8479 636390.5522),18264,18264,334961.8479,636390.5522,335261.8479,636690.5522,982
POINT (334961.8479 636090.5522),18265,18265,334961.8479,636090.5522,335261.8479,636390.5522,971
POINT (334961.8479 635790.5522),18266,18266,334961.8479,635790.5522,335261.8479,636090.5522,1034
POINT (334961.8479 635490.5522),18267,18267,334961.8479,635490.5522,335261.8479,635790.5522,1132
POINT (334961.8479 635190.5522),18268,18268,334961.8479,635190.5522,335261.8479,635490.5522,638
POINT (334961.8479 634890.5522),18269,18269,334961.8479,634890.5522,335261.8479,635190.5522,1044
POINT (334961.8479 634590.5522),18270,18270,334961.8479,634590.5522,335261.8479,634890.5522,922
POINT (334961.8479 634290.5522),18271,18271,334961.8479,634290.5522,335261.8479,634590.5522,736
POINT (334961.8479 633990.5522),18272,18272,334961.8479,633990.5522,335261.8479,634290.5522,346
POINT (334961.8479 633690.5522),18273,18273,334961.8479,633690.5522,335261.8479,633990.5522,366
POINT (334961.8479 633390.5522),18274,18274,334961.8479,633390.5522,335261.8479,633690.5522,1026
POINT (334961.8479 633090.5522),18275,18275,334961.8479,633090.5522,335261.8479,633390.5522,894
POINT (334961.8479 632790.5522),18276,18276,334961.8479,632790.5522,335261.8479,633090.5522,789
POINT (334961.8479 632490.5522),18277,18277,334961.8479,632490.5522,335261.8479,632790.5522,635
POINT (334961.8479 632190.5522),18278,18278,334961.8479,632190.5522,335261.8479,632490.5522,892
POINT (334961.8479 631890.5522),18279,18279,334961.8479,631890.5522,335261.8479,632190.5522,760
POINT (334961.8479 631590.5522),18280,18280,334961.8479,631590.5522,335261.8479,631890.5522,1009
POINT (334961.8479 631290.5522),18281,18281,334961.8479,631290.5522,335261.8479,631590.5522,1009
POINT (334961.8479 630990.5522),18282,18282,334961.8479,630990.5522,335261.8479,631290.5522,252
POINT (334961.8479 630690.5522),18283,18283,334961.8479,630690.5522,335261.8479,630990.5522,212
POINT (334961.8479 630390.5522),18284,18284,334961.8479,630390.5522,335261.8479,630690.5522,77
POINT (334961.8479 630090.5522),18285,18285,334961.8479,630090.5522,335261.8479,630390.5522,82
POINT (334961.8479 629790.5522),18286,18286,334961.8479,629790.5522,335261.8479,630090.5522,24
POINT (334961.8479 629490.5522),18287,18287,334961.8479,629490.5522,335261.8479,629790.5522,54
POINT (334961.8479 629190.5522),18288,18288,334961.8479,629190.5522,335261.8479,629490.5522,74
POINT (334961.8479 628890.5522),18289,18289,334961.8479,628890.5522,335261.8479,629190.5522,102
POINT (334961.8479 628590.5522),18290,18290,334961.8479,628590.5522,335261.8479,628890.5522,175
POINT (334961.8479 628290.5522),18291,18291,334961.8479,628290.5522,335261.8479,628590.5522,57
POINT (334961.8479 627990.5522),18292,18292,334961.8479,627990.5522,335261.8479,628290.5522,111
POINT (334961.8479 627690.5522),18293,18293,334961.8479,627690.5522,335261.8479,627990.5522,110
POINT (334961.8479 627390.5522),18294,18294,334961.8479,627390.5522,335261.8479,627690.5522,103
POINT (334961.8479 627090.5522),18295,18295,334961.8479,627090.5522,335261.8479,627390.5522,146
POINT (334961.8479 626790.5522),18296,18296,334961.8479,626790.5522,335261.8479,627090.5522,60
POINT (334961.8479 626490.5522),18297,18297,334961.8479,626490.5522,335261.8479,626790.5522,258
POINT (334961.8479 626190.5522),18298,18298,334961.8479,626190.5522,335261.8479,626490.5522,35
POINT (334961.8479 625890.5522),18299,18299,334961.8479,625890.5522,335261.8479,626190.5522,34
POINT (334961.8479 625590.5522),18300,18300,334961.8479,625590.5522,335261.8479,625890.5522,77
POINT (334961.8479 625290.5522),18301,18301,334961.8479,625290.5522,335261.8479,625590.5522,86
POINT (334961.8479 624990.5522),18302,18302,334961.8479,624990.5522,335261.8479,625290.5522,50
