fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len
"5991","169105","544442",Woodland,Mixed mainly conifer,Scotland,411.035427851,0.76641196745,7664.11967468262,411.035427853692
"5992","169108","544445",Woodland,Mixed mainly conifer,Scotland,304.415704599,0.49618334175,4961.83346557617,304.415704598015
"5993","169111","544448",Woodland,Mixed mainly conifer,Scotland,698.027972447,1.0138339691,10138.3397064209,698.027972447117
"5994","169116","544453",Woodland,Mixed mainly conifer,Scotland,515.735091287,0.6731532395,6731.53233337402,515.735091287146
"5995","169117","544454",Woodland,Mixed mainly conifer,Scotland,584.487012892,2.15517725685,21551.772567749,584.487012892524
"5996","169124","544461",Woodland,Mixed mainly conifer,Scotland,356.123496263,0.4895000448,4895.00045776367,356.123496261417
"5997","169125","544462",Woodland,Mixed mainly conifer,Scotland,376.967625933,0.54262294845,5426.22940063477,376.967625932183
"5998","169128","544465",Woodland,Mixed mainly conifer,Scotland,591.273398085,1.2094744683,12094.7447357178,591.273398085605
"5999","177733","579101",Woodland,Young trees,Scotland,1528.07530221,4.7883696214,47883.6962432861,1528.07530220494
"6000","177735","579103",Woodland,Young trees,Scotland,332.706472957,0.5320147149,5320.14710998535,332.706472956769
"6001","177739","579107",Woodland,Young trees,Scotland,704.637956771,1.528560095,15285.600982666,704.637956771181
"6002","177746","579114",Woodland,Young trees,Scotland,816.04612187,1.4324990665,14324.9906463623,816.046121869158
"6003","177749","579117",Woodland,Young trees,Scotland,526.793566774,1.35165044625,13516.5044708252,526.793566773463
"6004","177755","579123",Woodland,Young trees,Scotland,521.996451029,0.6770622418,6770.62236022949,521.996451031372
"6005","177756","579124",Woodland,Young trees,Scotland,2560.15197634,8.8199689253,88199.6892852783,2560.15197633702
"6006","177757","579125",Woodland,Young trees,Scotland,490.500770062,0.6152382217,6152.38221740723,490.500770060365
"6007","177758","579126",Woodland,Young trees,Scotland,2221.78755389,25.737481929,257374.819274902,2221.78755389107
"6008","177766","579134",Woodland,Young trees,Scotland,645.990247356,1.8315197433,18315.1974639893,645.990247357544
"6009","177768","579136",Woodland,Young trees,Scotland,10458.7450519,163.6534886,1636534.88581848,10458.7450518994
"6010","177775","579143",Woodland,Young trees,Scotland,520.518507129,0.7339649121,7339.64910888672,520.51850712749
"6011","177776","579144",Woodland,Young trees,Scotland,371.979906753,0.73222469805,7322.24694824219,371.97990675494
"6012","177782","579150",Woodland,Young trees,Scotland,3187.33652247,10.173936315,101739.363220215,3187.33652246378
"6013","177783","579151",Woodland,Young trees,Scotland,1843.56781533,16.9176687685,169176.687667847,1843.56781533666
"6014","177784","579152",Woodland,Young trees,Scotland,656.41286951,1.8892046183,18892.0462036133,656.412869509593
"6015","177791","579159",Woodland,Young trees,Scotland,547.113013787,1.64333241505,16433.3242034912,547.113013786322
"6016","177798","579166",Woodland,Young trees,Scotland,1029.02017269,2.072273471,20722.7347259521,1029.02017268571
"6017","177800","579168",Woodland,Young trees,Scotland,1809.12485665,15.1142672444,151142.672393799,1809.12485665151
"6018","177801","579169",Woodland,Young trees,Scotland,795.79315217,0.88066651385,8806.6651763916,795.793152170709
"6019","177803","579171",Woodland,Young trees,Scotland,552.215422367,1.68263635995,16826.3636169434,552.215422367997
"6020","177804","579172",Woodland,Young trees,Scotland,682.721227094,1.3477501585,13477.5015106201,682.721227092152
"6021","177808","579176",Woodland,Young trees,Scotland,490.727424937,0.9635700248,9635.70025634766,490.727424940116
"6022","177809","579177",Woodland,Young trees,Scotland,688.419144872,1.03304130905,10330.4130249023,688.419144869915
"6023","177810","579178",Woodland,Young trees,Scotland,414.378964519,0.92191468495,9219.14683532715,414.378964519804
"6024","177816","579184",Woodland,Young trees,Scotland,704.905000583,1.1578654606,11578.6546173096,704.905000584699
"6025","177817","579185",Woodland,Young trees,Scotland,1044.43317224,3.485484144,34854.8414611816,1044.43317224089
"6026","177818","579186",Woodland,Young trees,Scotland,679.490792299,1.600698885,16006.98878479,679.490792299684
"6027","177825","579193",Woodland,Young trees,Scotland,797.610471549,2.4208960445,24208.96043396,797.61047154735
"6028","177826","579194",Woodland,Young trees,Scotland,500.188801794,0.9370732066,9370.73208618164,500.188801793858
"6029","177828","579196",Woodland,Young trees,Scotland,1362.70741915,8.2088664233,82088.6642608643,1362.70741914647
"6030","177833","579201",Woodland,Young trees,Scotland,622.005915055,1.1702428965,11702.4288330078,622.005915054964
"6031","177835","579203",Woodland,Young trees,Scotland,580.008018769,0.90416371825,9041.63716125488,580.008018767335
"6032","177843","579211",Woodland,Young trees,Scotland,15927.5528226,280.405987199,2804059.87213135,15927.5528226207
"6033","177847","579215",Woodland,Young trees,Scotland,543.502236682,1.0492049669,10492.0497741699,543.502236679214
"6034","177848","579216",Woodland,Young trees,Scotland,1361.92331592,4.37580014095,43758.001449585,1361.92331592248
"6035","177854","579222",Woodland,Young trees,Scotland,1952.62575249,18.2371338817,182371.33883667,1952.62575248671
"6036","177855","579223",Woodland,Young trees,Scotland,780.840984584,1.46131466605,14613.1468048096,780.840984584625
"6037","177856","579224",Woodland,Young trees,Scotland,345.251979699,0.66339287,6633.9287109375,345.251979698661
"6038","177857","579225",Woodland,Young trees,Scotland,534.350072886,1.00875141755,10087.5142211914,534.350072886814
"6039","177860","579228",Woodland,Young trees,Scotland,509.148443476,0.76230960315,7623.09602355957,509.148443476326
"6040","177862","579230",Woodland,Young trees,Scotland,5128.14047236,73.3264910653,733264.910705566,5128.14047235872
"6041","177864","579232",Woodland,Young trees,Scotland,1413.57535295,5.7753918278,57753.9182434082,1413.5753529495
"6042","177870","579238",Woodland,Young trees,Scotland,3294.96095579,48.8225406507,488225.406448364,3294.96095579512
"6043","177875","579243",Woodland,Young trees,Scotland,2022.6972246,18.8927445054,188927.445144653,2022.69722459999
"6044","177879","579247",Woodland,Young trees,Scotland,356.07884911,0.51380972435,5138.09715270996,356.078849110945
"6045","177887","579255",Woodland,Young trees,Scotland,9657.42670664,119.715355385,1197153.55381775,9657.42670663691
"6046","177893","579261",Woodland,Young trees,Scotland,805.129532518,2.08291201705,20829.1198883057,805.111939172212
"6047","177894","579262",Woodland,Young trees,Scotland,389.955369855,0.67515290395,6751.52905273438,389.955369856902
"6048","177900","579268",Woodland,Young trees,Scotland,633.164706152,1.0648146741,10648.1467132568,633.164706154359
"6049","177901","579269",Woodland,Young trees,Scotland,868.0127549,1.20851402665,12085.1403198242,868.012754900921
"6050","177902","579270",Woodland,Young trees,Scotland,684.85264226,1.06958587265,10695.8587646484,684.852642259546
"6051","177904","579272",Woodland,Young trees,Scotland,726.242055779,1.2754417017,12754.4170532227,726.242055780056
"6052","177905","579273",Woodland,Young trees,Scotland,3843.60936443,73.7028138463,737028.138504028,3843.60936443358
"6053","177907","579275",Woodland,Young trees,Scotland,569.675212926,1.486465,14864.6500091553,569.675212927145
"6054","177909","579277",Woodland,Young trees,Scotland,342.187898461,0.59804066065,5980.40661621094,342.187898461601
"6055","177910","579278",Woodland,Young trees,Scotland,779.647540766,1.5557565105,15557.5651245117,779.647540766596
"6056","177916","579284",Woodland,Young trees,Scotland,1252.68580199,2.90253353395,29025.3354187012,1252.68580198326
"6057","177917","579285",Woodland,Young trees,Scotland,799.868358824,3.9721620093,39721.6200561523,799.868358823381
"6058","177922","579290",Woodland,Young trees,Scotland,3335.3337673,21.4672795575,214672.795806885,3335.33376729872
"6059","177928","579296",Woodland,Young trees,Scotland,2198.90300705,14.789257735,147892.577407837,2198.90300705178
"6060","177929","579297",Woodland,Young trees,Scotland,826.482568528,3.8267875704,38267.8756256104,826.482568527872
"6061","177930","579298",Woodland,Young trees,Scotland,1203.57447751,2.54534957335,25453.4957275391,1203.57447750542
"6062","177932","579300",Woodland,Young trees,Scotland,317.76040304,0.56680517935,5668.05177307129,317.760403038548
"6063","177934","579302",Woodland,Young trees,Scotland,339.983121242,0.78135977025,7813.59768676758,339.983121242545
"6064","177937","579305",Woodland,Young trees,Scotland,509.452060069,0.86867550895,8686.75509643555,509.4520600672
"6065","177941","579309",Woodland,Young trees,Scotland,583.231490739,1.82871661225,18287.1661987305,583.231490740146
"6066","177942","579310",Woodland,Young trees,Scotland,679.361822309,1.30659152755,13065.9152832031,679.361822307326
"6067","177943","579311",Woodland,Young trees,Scotland,733.869871288,1.4383138016,14383.1380767822,733.869871287623
"6068","177944","579312",Woodland,Young trees,Scotland,604.629846797,0.81382736965,8138.27365112305,604.629846795737
"6069","177946","579314",Woodland,Young trees,Scotland,443.700122854,0.6467400445,6467.40046691895,443.700122854008
"6070","177947","579315",Woodland,Young trees,Scotland,4234.78344322,18.2852493998,182852.494125366,4234.78344321603
"6071","177948","579316",Woodland,Young trees,Scotland,334.385419605,0.50362753075,5036.27534484863,334.385419603619
"6072","177949","579317",Woodland,Young trees,Scotland,670.987327937,1.74525220565,17452.5219421387,670.987327937381
"6073","177950","579318",Woodland,Young trees,Scotland,767.251686682,1.49076517365,14907.6517181396,767.251686687519
"6074","177951","579319",Woodland,Young trees,Scotland,329.748411385,0.6604548716,6604.54870605469,329.748411384589
"6075","177952","579320",Woodland,Young trees,Scotland,495.010449273,0.875385141,8753.85139465332,495.01044927286
"6076","177956","579324",Woodland,Young trees,Scotland,484.308033502,0.64406046195,6440.60466003418,484.308033497057
"6077","177957","579325",Woodland,Young trees,Scotland,551.393357489,1.2922087055,12922.0870361328,551.393357487547
"6078","177961","579329",Woodland,Young trees,Scotland,772.350819305,1.29290591865,12929.0592041016,772.350819309043
"6079","177962","579330",Woodland,Young trees,Scotland,478.918827957,0.57673734835,5767.37350463867,478.918827955815
"6080","177967","579335",Woodland,Young trees,Scotland,708.002048982,1.8700872685,18700.8727264404,708.002048980635
"6081","177968","579336",Woodland,Young trees,Scotland,481.37128824,0.5511875733,5511.87580871582,481.371288244266
"6082","177970","579338",Woodland,Young trees,Scotland,577.899989138,1.19582276735,11958.227722168,577.899989136748
"6083","177971","579339",Woodland,Young trees,Scotland,1390.39384633,3.11604529112,31160.4528656006,1390.30263555083
"6084","177972","579340",Woodland,Young trees,Scotland,634.008641128,0.9943915972,9943.91595458984,634.008641128653
"6085","177973","579341",Woodland,Young trees,Scotland,767.222565547,2.58878910475,25887.8910522461,767.222565546492
"6086","177974","579342",Woodland,Young trees,Scotland,764.068854775,3.57100327655,35710.0326843262,764.068854773747
"6087","177975","579343",Woodland,Young trees,Scotland,1919.8030097,4.3970244808,43970.2448120117,1919.80300970467
"6088","177977","579345",Woodland,Young trees,Scotland,978.240635863,2.3091451004,23091.4509735107,978.2406358615
"6089","177978","579346",Woodland,Young trees,Scotland,2488.99272294,13.5854248176,135854.248046875,2488.99272294032
"6090","177979","579347",Woodland,Young trees,Scotland,757.712955467,1.41725951905,14172.5952148438,757.712955470706
"6091","177981","579349",Woodland,Young trees,Scotland,671.018964744,0.67238800415,6723.8800201416,671.018964740095
"6092","177982","579350",Woodland,Young trees,Scotland,423.826597524,0.7156840757,7156.84072875977,423.826597524993
"6093","177983","579351",Woodland,Young trees,Scotland,337.078480263,0.5025393985,5025.39398193359,337.078480260136
"6094","177985","579353",Woodland,Young trees,Scotland,416.830913639,0.613496309399,6134.96310424805,416.830913637741
"6095","177986","579354",Woodland,Young trees,Scotland,340.877307876,0.74128478225,7412.84785461426,340.877307876382
"6096","177990","579358",Woodland,Young trees,Scotland,635.388750213,0.8987908156,8987.908203125,635.388750211422
"6097","177991","579359",Woodland,Young trees,Scotland,421.574555102,0.74396668215,7439.66683959961,421.574555101448
"6098","177992","579360",Woodland,Young trees,Scotland,944.715310678,2.96092394405,29609.2393035889,944.715310677249
"6099","177993","579361",Woodland,Young trees,Scotland,648.403397362,1.03025869315,10302.5870056152,648.40339736097
"6100","177996","579364",Woodland,Young trees,Scotland,538.097700058,1.10775762895,11077.5763397217,538.097700057608
"6101","177997","579365",Woodland,Young trees,Scotland,849.626756974,1.9056039014,19056.0390625,849.626756975139
"6102","178001","579369",Woodland,Young trees,Scotland,357.874356465,0.5387015843,5387.01586914063,357.874356464401
"6103","178007","579375",Woodland,Young trees,Scotland,1098.66600333,4.2259915637,42259.9156188965,1098.66600333219
"6104","178008","579376",Woodland,Young trees,Scotland,459.784267383,0.59704004025,5970.40046691895,459.78426738212
"6105","178009","579377",Woodland,Young trees,Scotland,464.31172106,0.71189604645,7118.96047973633,464.311721062972
"6106","178010","579378",Woodland,Young trees,Scotland,380.037018132,0.6199008027,6199.00804138184,380.037018131966
"6107","178015","579383",Woodland,Young trees,Scotland,554.665401182,1.28458976945,12845.8977050781,554.665401180181
"6108","178017","579385",Woodland,Young trees,Scotland,471.517581187,0.932825005,9328.24998474121,471.517581185872
"6109","178018","579386",Woodland,Young trees,Scotland,544.110660539,0.7948573205,7948.57312011719,544.110660539252
"6110","178025","579393",Woodland,Young trees,Scotland,553.697252567,1.088481775,10884.8177490234,553.697252567186
"6111","178027","579395",Woodland,Young trees,Scotland,1090.19197439,4.29075503065,42907.5503082275,1090.19197438698
"6112","178028","579396",Woodland,Young trees,Scotland,678.619584794,1.87156478215,18715.6478118896,678.61958479234
"6113","178029","579397",Woodland,Young trees,Scotland,1540.54562493,3.185433748,31854.3375396729,1540.54562492529
"6114","178030","579398",Woodland,Young trees,Scotland,579.785075749,1.09376976,10937.6975708008,579.785075747447
"6115","178032","579400",Woodland,Young trees,Scotland,516.76339619,1.03946352365,10394.6352539063,516.763396189463
"6116","178034","579402",Woodland,Young trees,Scotland,473.738792939,0.66857799815,6685.77992248535,473.738792938866
"6117","178036","579404",Woodland,Young trees,Scotland,591.456910364,1.39770392,13977.0391845703,591.456910367164
"6118","178038","579406",Woodland,Young trees,Scotland,458.819000258,0.600330254699,6003.30255126953,458.819000256391
"6119","178041","579409",Woodland,Young trees,Scotland,577.825288051,0.6883371529,6883.3715057373,577.825288050231
"6120","178042","579410",Woodland,Young trees,Scotland,636.763931386,0.90066065875,9006.6065826416,636.763931385534
"6121","178043","579411",Woodland,Young trees,Scotland,1472.16135565,6.60091534075,66009.1533508301,1472.16135565064
"6122","178044","579412",Woodland,Young trees,Scotland,426.035995732,0.6238273225,6238.27325439453,426.035995734486
"6123","178047","579415",Woodland,Young trees,Scotland,645.427741624,2.58282712355,25828.2712249756,645.427741624696
"6124","178050","579418",Woodland,Young trees,Scotland,330.752587898,0.530052018,5300.52015686035,330.752587898781
"6125","178051","579419",Woodland,Young trees,Scotland,313.236333787,0.5011282609,5011.28259277344,313.236333785433
"6126","178052","579420",Woodland,Young trees,Scotland,673.532514593,1.64902619345,16490.2619018555,673.532514592195
"6127","178055","579423",Woodland,Young trees,Scotland,944.97995677,2.3570974121,23570.974105835,944.979956771603
"6128","178066","579434",Woodland,Young trees,Scotland,467.75822246,0.87396714625,8739.67144775391,467.758222459305
"6129","178068","579436",Woodland,Young trees,Scotland,1428.92491646,4.81349056445,48134.9056549072,1428.92491646019
"6130","178069","579437",Woodland,Young trees,Scotland,442.703105468,1.031300895,10313.008972168,442.703105468933
"6131","178072","579440",Woodland,Young trees,Scotland,627.091776357,1.08825079565,10882.5079956055,627.091776357355
"6132","178073","579441",Woodland,Young trees,Scotland,501.474384234,0.9126153846,9126.15385437012,501.474384234428
"6133","178074","579442",Woodland,Young trees,Scotland,1955.72883768,4.6367333257,46367.3331604004,1955.72883767431
"6134","178076","579444",Woodland,Young trees,Scotland,1193.10471387,2.0195658476,20195.658493042,1193.10471387119
"6135","178080","579448",Woodland,Young trees,Scotland,668.951394283,1.1170582253,11170.5822296143,668.951394282797
"6136","178085","579453",Woodland,Young trees,Scotland,1246.93203816,4.928510961,49285.1096343994,1246.93203816563
"6137","178086","579454",Woodland,Young trees,Scotland,1209.74031721,3.04761821175,30476.1821289063,1209.74031720394
"6138","178090","579458",Woodland,Young trees,Scotland,2354.4922471,6.28725491215,62872.5491333008,2354.49224709823
"6139","178093","579461",Woodland,Young trees,Scotland,859.145915739,2.5307816785,25307.8167572021,859.145915740358
"6140","178099","579467",Woodland,Young trees,Scotland,2918.86388894,8.3192576514,83192.576461792,2918.86388894313
"6141","178100","579468",Woodland,Young trees,Scotland,337.268725437,0.48860286095,4886.02862548828,337.268725440186
"6142","178101","579469",Woodland,Young trees,Scotland,458.93570892,0.82707527435,8270.75273132324,458.935708918066
"6143","178102","579470",Woodland,Young trees,Scotland,574.448122072,0.8091956304,8091.95628356934,574.448122074799
"6144","178103","579471",Woodland,Young trees,Scotland,1495.51752851,4.1489523439,41489.5234527588,1495.51752851235
"6145","178104","579472",Woodland,Young trees,Scotland,490.506932032,1.21594628295,12159.4628601074,490.506932033279
"6146","178108","579476",Woodland,Young trees,Scotland,1892.78689925,12.2939009359,122939.009399414,1892.78689925601
"6147","178110","579478",Woodland,Young trees,Scotland,2054.72665081,7.08463286495,70846.328704834,2054.72665081548
"6148","178114","579482",Woodland,Young trees,Scotland,806.110890711,1.5956749925,15956.7499237061,806.110890712751
"6149","178116","579484",Woodland,Young trees,Scotland,399.701342489,0.8229268966,8229.26898193359,399.7013424898
"6150","178119","579487",Woodland,Young trees,Scotland,549.409120889,1.301499487,13014.9948120117,549.409120886128
"6151","178121","579489",Woodland,Young trees,Scotland,594.163489638,1.0935152584,10935.1525726318,594.163489638659
"6152","178122","579490",Woodland,Young trees,Scotland,299.884051409,0.55478892235,5547.88920593262,299.884051410535
"6153","178123","579491",Woodland,Young trees,Scotland,892.752525032,1.917681255,19176.8125305176,892.752525032759
"6154","178126","579494",Woodland,Young trees,Scotland,3692.44384166,13.013620138,130136.20135498,3692.44384165828
"6155","178127","579495",Woodland,Young trees,Scotland,676.665968836,1.42651294455,14265.1294708252,676.665968835248
"6156","178128","579496",Woodland,Young trees,Scotland,1233.93598,2.4421942508,24421.9425506592,1233.9359800047
"6157","178136","579504",Woodland,Young trees,Scotland,396.29303928,0.9397745143,9397.74513244629,396.293039279551
"6158","178137","579505",Woodland,Young trees,Scotland,613.105184728,1.1371848692,11371.8486633301,613.105184728791
"6159","178138","579506",Woodland,Young trees,Scotland,1466.35916968,10.1669116603,101669.116607666,1466.3591696756
"6160","178139","579507",Woodland,Young trees,Scotland,4382.11576205,42.5623621718,425623.621765137,4382.11576204509
"6161","178142","579510",Woodland,Young trees,Scotland,418.578367137,1.0314147742,10314.1477355957,418.578367136352
"6162","178143","579511",Woodland,Young trees,Scotland,623.455072155,1.120231224,11202.312210083,623.455072155805
"6163","178147","579515",Woodland,Young trees,Scotland,450.840521479,0.8833854105,8833.85411071777,450.840521478819
"6164","178154","579522",Woodland,Young trees,Scotland,590.18503956,1.19369578105,11936.9577484131,590.185039561043
"6165","178155","579523",Woodland,Young trees,Scotland,1056.06623806,5.32752344465,53275.2344512939,1056.06623805145
"6166","178159","579527",Woodland,Young trees,Scotland,931.502649782,2.4850460572,24850.4606628418,931.502649781693
"6167","178164","579532",Woodland,Young trees,Scotland,1557.72030383,10.5493794842,105493.794967651,1557.72030383437
"6168","178166","579534",Woodland,Young trees,Scotland,7298.05209847,53.8255247907,538255.248046875,7298.05209846974
"6169","178171","579539",Woodland,Young trees,Scotland,2402.64514015,10.1136771623,101136.771759033,2402.64514015607
"6170","178172","579540",Woodland,Young trees,Scotland,769.341042217,1.7400292245,17400.2922821045,769.341042215436
"6171","178174","579542",Woodland,Young trees,Scotland,568.740007537,1.7759770279,17759.7703094482,568.7400075351
"6172","178178","579546",Woodland,Young trees,Scotland,513.318373068,1.44759810045,14475.9809265137,513.318373069552
"6173","178180","579548",Woodland,Young trees,Scotland,832.971611675,2.04439142735,20443.914352417,832.971611672941
"6174","178181","579549",Woodland,Young trees,Scotland,585.841430869,0.9194058463,9194.05841064453,585.84143087001
"6175","178183","579551",Woodland,Young trees,Scotland,400.705923706,0.6286444825,6286.44480895996,400.705923709758
"6176","178186","579554",Woodland,Young trees,Scotland,440.746884505,1.03264381555,10326.4381713867,440.746884501768
"6177","178191","579559",Woodland,Young trees,Scotland,536.837420682,0.777090644,7770.90646362305,536.837420682434
"6178","178192","579560",Woodland,Young trees,Scotland,385.020619547,0.7339065456,7339.06553649902,385.020619548947
"6179","178195","579563",Woodland,Young trees,Scotland,1558.44569013,7.30248052045,73024.8052368164,1558.44569013364
"6180","178199","579567",Woodland,Young trees,Scotland,721.349814516,1.89550549005,18955.0549163818,721.349814510665
"6181","178200","579568",Woodland,Young trees,Scotland,536.605643621,0.772393944,7723.939453125,536.605643621004
"6182","178202","579570",Woodland,Young trees,Scotland,306.558120955,0.5942180375,5942.18035888672,306.558120955472
"6183","178203","579571",Woodland,Young trees,Scotland,1302.59106697,3.4227298178,34227.2981262207,1302.59106697035
"6184","178206","579574",Woodland,Young trees,Scotland,464.506366682,0.544040772299,5440.40768432617,464.506366682035
"6185","178207","579575",Woodland,Young trees,Scotland,1133.16299817,2.096524539,20965.2453918457,1133.1629981713
"6186","178208","579576",Woodland,Young trees,Scotland,2959.55151884,12.8156252972,128156.252792358,2959.55151883813
"6187","178218","579586",Woodland,Young trees,Scotland,479.535102728,0.63880563725,6388.0563659668,479.535102729741
"6188","178224","579592",Woodland,Young trees,Scotland,466.642688038,0.687848100499,6878.48094177246,466.642688038896
"6189","178226","579594",Woodland,Young trees,Scotland,2277.6357329,7.60364928415,76036.4927978516,2277.63573289614
"6190","178229","579597",Woodland,Young trees,Scotland,352.176084185,0.706679348,7066.79345703125,352.176084186061
"6191","178230","579598",Woodland,Young trees,Scotland,456.557284575,0.7825274664,7825.27465820313,456.55728457447
"6192","178234","579602",Woodland,Young trees,Scotland,1171.65994946,3.97616764515,39761.6764526367,1171.65994945713
"6193","178235","579603",Woodland,Young trees,Scotland,307.514076505,0.502552661,5025.52661132813,307.51407650717
"6194","178240","579608",Woodland,Young trees,Scotland,751.918687238,1.57579464285,15757.9464874268,751.918687232452
"6195","178242","579610",Woodland,Young trees,Scotland,615.152956268,1.4737527375,14737.5273895264,615.15295626791
"6196","178245","579613",Woodland,Young trees,Scotland,440.792840575,0.97199834615,9719.98342895508,440.792840573796
"6197","178252","579620",Woodland,Young trees,Scotland,911.522122034,2.5853298259,25853.2982177734,911.522122034479
"6198","178254","579622",Woodland,Young trees,Scotland,436.700583623,0.9728821884,9728.82191467285,436.700583622902
"6199","178257","579625",Woodland,Young trees,Scotland,421.379425821,0.83850699,8385.06991577148,421.379425820804
"6200","178259","579627",Woodland,Young trees,Scotland,484.756373036,0.5847319551,5847.31953430176,484.75637303579
"6201","178262","579630",Woodland,Young trees,Scotland,669.077136815,1.5423354927,15423.354888916,669.077136814482
"6202","178264","579632",Woodland,Young trees,Scotland,1163.20391043,3.0712220378,30712.2203369141,1163.20391042751
"6203","178267","579635",Woodland,Young trees,Scotland,409.385983515,0.5424381983,5424.38198852539,409.385983513805
"6204","178270","579638",Woodland,Young trees,Scotland,790.269524767,0.943041,9430.40991210938,790.269524765214
"6205","178271","579639",Woodland,Young trees,Scotland,373.398753876,0.521169744999,5211.69743347168,373.398753875994
"6206","178273","579641",Woodland,Young trees,Scotland,862.112431547,1.4639861087,14639.8610992432,862.112431546639
"6207","178279","579647",Woodland,Young trees,Scotland,1087.17787207,3.6199988892,36199.9889068604,1087.17787206749
"6208","178280","579648",Woodland,Young trees,Scotland,497.809558953,0.73201859875,7320.18606567383,497.809558953078
"6209","178281","579649",Woodland,Young trees,Scotland,745.435051946,1.98457989745,19845.7989959717,745.435051942424
"6210","178282","579650",Woodland,Young trees,Scotland,446.955825827,0.81911037535,8191.10374450684,446.955825825703
"6211","178293","579661",Woodland,Young trees,Scotland,654.547487927,1.41235465205,14123.5465240479,654.547487929244
"6212","178294","579662",Woodland,Young trees,Scotland,517.261134742,1.02640023725,10264.0023956299,517.261134742105
"6213","178301","579669",Woodland,Young trees,Scotland,343.024956969,0.5106955127,5106.955078125,343.024956968443
"6214","178305","579673",Woodland,Young trees,Scotland,2263.09021251,9.52638862215,95263.8862457275,2263.09021251479
"6215","178306","579674",Woodland,Young trees,Scotland,726.747925905,1.447297757,14472.9775238037,726.747925901661
"6216","178314","579682",Woodland,Young trees,Scotland,318.24148581,0.5779683108,5779.68312072754,318.241485807679
"6217","178322","579690",Woodland,Young trees,Scotland,895.266285752,1.98373305535,19837.3306884766,895.26628574833
"6218","178324","579692",Woodland,Young trees,Scotland,309.335355964,0.5572238181,5572.23820495605,309.335355962922
"6219","178325","579693",Woodland,Young trees,Scotland,970.344447882,2.67914126305,26791.4125976563,970.344447882552
"6220","178326","579694",Woodland,Young trees,Scotland,820.839500518,1.60282025985,16028.2025299072,820.839500517404
"6221","178327","579695",Woodland,Young trees,Scotland,799.657174007,1.25799133855,12579.9132843018,799.657174008405
"6222","178328","579696",Woodland,Young trees,Scotland,613.776437043,1.1088928323,11088.9283599854,613.776437039513
"6223","178329","579697",Woodland,Young trees,Scotland,6382.78453676,56.7821273988,567821.273880005,6382.78453675308
"6224","178330","579698",Woodland,Young trees,Scotland,613.364509946,1.4587175586,14587.1755981445,613.364509946447
"6225","178334","579702",Woodland,Young trees,Scotland,895.584813621,2.1437280822,21437.2808685303,895.584813624932
"6226","178336","579704",Woodland,Young trees,Scotland,600.282368729,1.0059408161,10059.4081573486,600.282368729144
"6227","178339","579707",Woodland,Young trees,Scotland,492.174610238,0.766958209,7669.58200073242,492.174610236873
"6228","178340","579708",Woodland,Young trees,Scotland,766.234363027,1.2431989164,12431.9891815186,766.234363026256
"6229","178346","579714",Woodland,Young trees,Scotland,692.655313863,1.30614620265,13061.4621887207,692.655313863226
"6230","178347","579715",Woodland,Young trees,Scotland,812.61340191,2.09993993585,20999.3993682861,812.613401907384
"6231","178348","579716",Woodland,Young trees,Scotland,854.06725527,1.51771173015,15177.1173400879,854.067255270422
"6232","178350","579718",Woodland,Young trees,Scotland,400.500606906,0.56964672965,5696.46733093262,400.500606905281
"6233","178352","579720",Woodland,Young trees,Scotland,405.135027256,0.61744291455,6174.42913818359,405.135027253986
"6234","178355","579723",Woodland,Young trees,Scotland,399.121250907,0.5326131422,5326.13136291504,399.121250905869
"6235","178360","579728",Woodland,Young trees,Scotland,938.641052542,2.29632932545,22963.293182373,938.641052542825
"6236","178361","579729",Woodland,Young trees,Scotland,574.317153955,1.88791206265,18879.12059021,574.31715395549
"6237","178362","579730",Woodland,Young trees,Scotland,1060.71018214,2.1067565615,21067.5657653809,1060.71018214412
"6238","178364","579732",Woodland,Young trees,Scotland,925.061726404,3.4033195276,34033.1953887939,925.061726403187
"6239","178368","579736",Woodland,Young trees,Scotland,432.65298531,0.742012496,7420.12493896484,432.652985308343
"6240","178369","579737",Woodland,Young trees,Scotland,1204.08163278,4.45536216465,44553.62159729,1204.08163277382
"6241","178370","579738",Woodland,Young trees,Scotland,1081.97548838,3.56845430415,35684.5430603027,1081.97548837592
"6242","178373","579741",Woodland,Young trees,Scotland,399.590411766,0.658348005,6583.4800567627,399.590411765479
"6243","178376","579744",Woodland,Young trees,Scotland,574.497096018,0.7188946329,7188.94631958008,574.497096018382
"6244","178378","579746",Woodland,Young trees,Scotland,519.110747724,1.0414337584,10414.337600708,519.110747724901
"6245","178380","579748",Woodland,Young trees,Scotland,1101.34221887,2.1538091152,21538.0911560059,1101.34221887429
"6246","178381","579749",Woodland,Young trees,Scotland,591.634030257,0.85629558945,8562.95597839355,591.634030255388
"6247","178382","579750",Woodland,Young trees,Scotland,1484.60602291,5.8553839352,58553.8393859863,1484.60602290803
"6248","178389","579757",Woodland,Young trees,Scotland,903.420907382,2.57707249055,25770.7249603271,903.4209073829
"6249","178392","579760",Woodland,Young trees,Scotland,1105.00959921,3.18094445475,31809.4444580078,1105.00959920775
"6250","178395","579763",Woodland,Young trees,Scotland,407.295883428,0.71624013605,7162.40135192871,407.295883427511
"6251","178397","579765",Woodland,Young trees,Scotland,380.703716605,0.62860389355,6286.03890991211,380.703716606141
