fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len,x_coord,y_coord,satellite1,satellite2
"841","23154","47501",Woodland,Assumed woodland,Scotland,728.29603501,1.21413045185,12141.3046722412,728.29603500688,275051.867746,658810.475808,0.223544970154762,-0.0170025266706944
"842","23155","47502",Woodland,Assumed woodland,Scotland,1120.86516797,1.98732500585,19873.2500610352,1120.86516797375,294040.61854,658791.497898,-0.0748665556311607,-0.0671563968062401
"843","23157","47504",Woodland,Assumed woodland,Scotland,840.361109844,1.48161911735,14816.191116333,840.361109842917,323897.919209,658864.950871,-0.0387131348252296,-0.0336757004261017
"844","23158","47505",Woodland,Assumed woodland,Scotland,1152.34318676,2.84488389115,28448.8389282227,1152.34318676234,295505.413752,658676.006207,-0.108592845499516,-0.0411167107522488
"845","23161","47508",Woodland,Assumed woodland,Scotland,1148.99101773,1.4069800543,14069.800567627,1148.99101773128,319618.300433,658875.962886,-0.0601484887301922,-0.0175384469330311
"846","23166","47513",Woodland,Assumed woodland,Scotland,858.856438657,2.96473800373,29647.3792572021,858.811736446794,248004.740872,658972.271871,-0.073394849896431,-0.0544119216501713
"847","23167","47514",Woodland,Assumed woodland,Scotland,1120.44287967,3.66227560975,36622.756149292,1120.44287966858,275621.759092,658871.417795,0.292972803115845,0.045382060110569
"848","23168","47515",Woodland,Assumed woodland,Scotland,485.723661605,0.6619283705,6619.28367614746,485.723661604561,319288.559772,659002.881306,0.00601523742079735,-0.0488650687038898
"849","23169","47516",Woodland,Assumed woodland,Scotland,416.176949561,0.604117842001,6041.17842102051,416.176949559328,315792.729795,659020.241919,0.0408058390021324,-0.0215821173042059
"850","23171","47518",Woodland,Assumed woodland,Scotland,343.256715728,0.4665882519,4665.88249206543,343.256715728166,296352.063965,659098.168545,0.00939013436436653,-0.0478344969451427
"851","23173","47520",Woodland,Assumed woodland,Scotland,668.321331117,1.018498758,10184.9876251221,668.321331117353,324706.936793,659004.912801,-0.0846845358610153,-0.0447221510112286
"852","23177","47524",Woodland,Assumed woodland,Scotland,2611.29110826,8.18879104365,81887.9104614258,2611.29110825834,264637.488143,658872.285209,0.096571646630764,0.0178166218101978
"853","23178","47525",Woodland,Assumed woodland,Scotland,1738.04583849,4.7670909455,47670.9094543457,1738.04583849302,274509.016461,659104.28732,-0.00992263667285442,-0.0337173938751221
"854","23180","47527",Woodland,Assumed woodland,Scotland,156.401927975,0.12300912095,1230.09124755859,156.40192797428,286986.55355,659276.205679,0.131005108356476,-0.00438300985842943
"855","23183","47530",Woodland,Assumed woodland,Scotland,602.856829881,1.0699270467,10699.2704315186,602.856829880513,280847.915654,659266.756194,-0.0660580098628998,-0.0385445319116116
"856","23186","47533",Woodland,Assumed woodland,Scotland,284.117464068,0.49445998245,4944.59983825684,284.117464067199,306526.973294,659409.031971,-0.0221943240612745,0.0368182323873043
"857","23188","47535",Woodland,Assumed woodland,Scotland,3904.77771157,17.8262958943,178262.958938599,3904.75308183367,246734.807462,659243.6266,-0.0212929248809814,-0.030602615326643
"858","23189","47536",Woodland,Assumed woodland,Scotland,1704.30882516,13.8687980813,138687.980819702,1704.30882516154,247367.210852,659215.283851,-0.0435726009309292,-0.0567765235900879
"859","23190","47537",Woodland,Assumed woodland,Scotland,1589.39086226,6.63404613599,66340.4626922607,1589.37149190732,247750.149379,659292.379619,-0.105085588991642,-0.0734345465898514
"860","23192","47539",Woodland,Assumed woodland,Scotland,590.135125662,1.29417577765,12941.7577362061,590.135125660491,247573.104304,659420.446931,-0.00016285634774249,-0.0357453711330891
"861","23193","47540",Woodland,Assumed woodland,Scotland,327.311705494,0.4198671363,4198.67134094238,327.311705495448,296878.628271,659466.898569,-0.0128384782001376,-0.0146757364273071
"862","23194","47541",Woodland,Assumed woodland,Scotland,277.023292129,0.25335645585,2533.56457519531,277.023292128307,296784.962355,659461.844112,-0.0158999748528004,0.00812661740928888
"863","23195","47542",Woodland,Assumed woodland,Scotland,301.386581171,0.332671937549,3326.71939086914,301.386581171478,247145.562711,659517.296444,-0.0888266190886497,-0.0392581522464752
"864","23196","47543",Woodland,Assumed woodland,Scotland,457.924243868,0.50418828695,5041.88278198242,457.924243865118,252790.900877,659496.33239,0.0876692906022072,0.0990284308791161
"865","23198","47545",Woodland,Assumed woodland,Scotland,293.873239524,0.431006753,4310.06756591797,293.873239523338,296978.479745,659520.319112,0.00523174088448286,-0.0142389507964253
"866","23199","47546",Woodland,Assumed woodland,Scotland,203.157824096,0.24400880485,2440.08805847168,203.15782409378,247262.862839,659527.665681,-0.0506520234048367,-0.075060747563839
"867","23202","47549",Woodland,Assumed woodland,Scotland,702.525221313,2.15629849385,21562.984954834,702.525221313201,324979.821144,659489.976916,-0.0664293840527534,-0.048810888081789
"868","23203","47550",Woodland,Assumed woodland,Scotland,718.350478803,1.4897000751,14897.0006713867,718.350478804138,295504.921063,659469.967074,-0.0775798186659813,-0.0736841112375259
"869","23204","47551",Woodland,Assumed woodland,Scotland,610.968810554,1.2364335131,12364.335067749,610.96881055603,318212.183477,659573.314713,-0.0426820777356625,-0.0653433501720428
"870","23206","47553",Woodland,Assumed woodland,Scotland,613.044435137,1.51584642385,15158.4643249512,613.044435137676,299772.213759,659580.220138,-0.0274647269397974,-0.0464899837970734
"871","23207","47554",Woodland,Assumed woodland,Scotland,576.386618668,0.9434642776,9434.64282226563,576.386618668481,330960.711988,659560.250852,0.148456677794456,-0.0296111050993204
"872","23209","47556",Woodland,Assumed woodland,Scotland,1403.87281286,9.57000616195,95700.0615844727,1403.87281285785,299408.301227,659557.119079,0.0518984980881214,-0.053886104375124
"873","23210","47557",Woodland,Assumed woodland,Scotland,381.748710212,0.66457061455,6645.70616149902,381.748710210162,288716.228567,659618.097954,-0.0301875825971365,0.48327374458313
"874","23211","47558",Woodland,Assumed woodland,Scotland,696.80032002,1.96941994225,19694.1994476318,696.800320022272,298980.199439,659597.979536,-0.0302654877305031,-0.0219119880348444
"875","23212","47559",Woodland,Assumed woodland,Scotland,881.974905569,2.3599184524,23599.1846008301,881.974905566512,324090.053565,659520.153341,-0.067609041929245,-0.0569601133465767
"876","23213","47560",Woodland,Assumed woodland,Scotland,315.742896932,0.4052087578,4052.08757019043,315.742896932716,288883.426071,659635.302346,0.0121151665225625,-0.032234713435173
"877","23218","47565",Woodland,Assumed woodland,Scotland,305.747679591,0.5249026343,5249.02635192871,305.747679592476,289049.494922,659682.96371,0.0335560068488121,0.00113476603291929
"878","23221","47568",Woodland,Assumed woodland,Scotland,287.471739372,0.50871402615,5087.14022827148,287.471739370703,263493.824178,659717.442839,-0.0177995730191469,-0.0446836948394775
"879","23222","47569",Woodland,Assumed woodland,Scotland,656.059673433,0.7472365092,7472.36505126953,656.059673431594,268447.864037,659616.199665,-0.0090770311653614,-0.0283879451453686
"880","23223","47570",Woodland,Assumed woodland,Scotland,1354.00482804,4.9257397649,49257.3975982666,1354.00482804355,247460.515694,659614.011065,-0.0758466199040413,-0.0654439702630043
"881","23224","47571",Woodland,Assumed woodland,Scotland,1170.69126872,2.10186869315,21018.6869659424,1170.69126871645,299267.213546,659746.628206,-0.0585521943867207,-0.0577841997146606
"882","23226","47573",Woodland,Assumed woodland,Scotland,955.484260701,1.39232870635,13923.2869873047,955.484260702051,296029.165216,659667.784314,-0.0161440894007683,0.0106111047789454
"883","23228","47575",Woodland,Assumed woodland,Scotland,905.032528154,1.26200485045,12620.0485076904,905.032528161011,253666.177591,659710.914235,-0.0453677214682102,0.0657907277345657
"884","23229","47576",Woodland,Assumed woodland,Scotland,562.466671124,0.67969473675,6796.94738769531,562.46667112531,247514.92054,659753.766387,-0.100346140563488,-0.0498792231082916
"885","23232","47579",Woodland,Assumed woodland,Scotland,1648.36114067,4.0404737565,40404.7376251221,1648.36114067262,299597.624439,659766.978429,-0.0196742005646229,-0.00286635267548263
"886","23234","47581",Woodland,Assumed woodland,Scotland,388.529654276,0.5189260445,5189.26043701172,388.529654275056,317963.991499,659865.931843,-0.0124936522915959,0.0192624907940626
"887","23237","47584",Woodland,Assumed woodland,Scotland,762.838898833,1.1144073067,11144.0730438232,762.838898833533,289823.243972,659817.05372,0.0664621815085411,-0.029999490827322
"888","23238","47585",Woodland,Assumed woodland,Scotland,1219.67579737,2.0824974961,20824.9748687744,1219.67123307445,326649.437856,659789.820588,-0.0694868043065071,-0.0201031230390072
"889","23239","47586",Woodland,Assumed woodland,Scotland,610.068332535,1.42117913425,14211.7913208008,610.068332536117,326977.261568,659832.935379,-0.103506296873093,-0.0453337654471397
"890","23240","47587",Woodland,Assumed woodland,Scotland,251.125997562,0.33206157795,3320.61576843262,251.125997560875,319219.57903,659936.214713,-0.0938240885734558,-0.0495323240756989
"891","23242","47589",Woodland,Assumed woodland,Scotland,359.229061654,0.47158146845,4715.81463623047,359.229061655584,279947.673066,659946.505963,0.226955652236938,0.0128653701394796
"892","23247","47594",Woodland,Assumed woodland,Scotland,268.413026723,0.41867287865,4186.72883605957,268.413026721932,327318.941404,659983.589421,0.0653271153569221,-0.0316503494977951
"893","23249","47596",Woodland,Assumed woodland,Scotland,306.070390832,0.3037969299,3037.96929931641,306.070390831286,327140.167763,659994.368311,-0.0258110910654068,-0.0460943169891834
"894","23250","47597",Woodland,Assumed woodland,Scotland,580.720110815,0.7017995614,7017.99563598633,580.72011081699,266815.452771,660007.339382,0.0472686849534512,-0.0417628474533558
"895","23251","47598",Woodland,Assumed woodland,Scotland,1752.30965644,7.05913338335,70591.3338928223,1752.30965644073,301364.856853,659820.372315,-0.019096726551652,-0.0421204157173634
"896","23253","47600",Woodland,Assumed woodland,Scotland,330.331926048,0.5505801694,5505.80168151855,330.331926048066,319325.167936,660066.713812,-0.0504743047058582,0.015594644472003
"897","23254","47601",Woodland,Assumed woodland,Scotland,448.629181694,1.11672001935,11167.2001800537,448.62918169313,291905.350882,660059.990844,0.105259977281094,0.0942133441567421
"898","23258","47605",Woodland,Assumed woodland,Scotland,3329.17546647,7.1951205859,71951.2057495117,3329.17546647404,308450.637662,659692.320585,-0.0639412552118301,-0.0659297108650208
"899","23259","47606",Woodland,Assumed woodland,Scotland,771.520927009,1.98739566715,19873.9567871094,771.520927009646,318800.379418,660051.774885,0.0190729983150959,-0.0367515496909618
"900","23261","47608",Woodland,Assumed woodland,Scotland,484.613572963,0.6128858394,6128.85838317871,484.613572963383,289296.650353,660182.795424,0.0462823659181595,-0.000156920694280416
"901","23264","47611",Woodland,Assumed woodland,Scotland,439.494271592,0.50431361945,5043.13612365723,439.494271593122,309523.487764,660243.024158,-0.0595778487622738,-0.0229216609150171
"902","23266","47613",Woodland,Assumed woodland,Scotland,304.098240157,0.3447644207,3447.64430236816,304.098240159293,294301.56894,660297.462466,-0.0117272790521383,-0.0411869361996651
"903","23267","47614",Woodland,Assumed woodland,Scotland,220.644657961,0.1623434306,1623.43432617188,220.644657960281,318797.344309,660311.730656,0.0380165539681911,-0.015174419619143
"904","23268","47615",Woodland,Assumed woodland,Scotland,340.963303654,0.37039382835,3703.93832397461,340.963303653408,281164.224064,660294.467144,0.0459657944738865,-0.00394435506314039
"905","23269","47616",Woodland,Assumed woodland,Scotland,369.214570812,0.6879683301,6879.68333435059,369.214570814779,300660.147287,660317.287405,-0.0424802638590336,-0.060174323618412
"906","23271","47618",Woodland,Assumed woodland,Scotland,549.475013356,1.3478998172,13478.9981231689,549.475013356522,301178.82481,660290.963412,0.0498641617596149,0.0905765444040298
"907","23273","47620",Woodland,Assumed woodland,Scotland,516.035328,1.06221605355,10622.1605224609,516.035328000812,285746.58171,660341.421169,0.0634216219186783,0.0201661419123411
"908","23275","47622",Woodland,Assumed woodland,Scotland,1429.01481299,3.84990030823,38499.003692627,1429.00566558737,266652.194116,660299.926835,0.0772414654493332,0.0859150812029839
"909","23276","47623",Woodland,Assumed woodland,Scotland,673.746093005,1.10518269615,11051.8269805908,673.746093003352,307459.635585,660315.102149,0.00178776809480041,-0.0415120422840118
"910","23277","47624",Woodland,Assumed woodland,Scotland,230.451221705,0.28074741835,2807.47412109375,230.451221705329,318778.841707,660429.556168,0.00272250012494624,-0.0484294295310974
"911","23279","47626",Woodland,Assumed woodland,Scotland,1405.55706577,6.00131293495,60013.1293640137,1405.55706576476,290074.855133,660288.653821,-0.0568081177771091,-0.0653908923268318
"912","23280","47627",Woodland,Assumed woodland,Scotland,233.223474814,0.24724662685,2472.46630859375,233.223474813517,294201.416627,660465.134274,0.156215250492096,0.0115022519603372
"913","23281","47628",Woodland,Assumed woodland,Scotland,250.202011911,0.3667318151,3667.31814575195,250.202011908863,275923.238875,660483.164,-0.0327592380344868,-0.0623740926384926
"914","23282","47629",Woodland,Assumed woodland,Scotland,370.889149914,0.6761363615,6761.36360168457,370.88914991616,277903.32416,660488.921068,-0.0195683427155018,-0.0700120776891708
"915","23283","47630",Woodland,Assumed woodland,Scotland,295.736432572,0.50058344305,5005.83441162109,295.736432573059,276043.630526,660478.72649,-0.0673894360661507,-0.0373289696872234
"916","23284","47631",Woodland,Assumed woodland,Scotland,298.694990302,0.37072208145,3707.22088623047,298.694990301957,289126.359833,660489.308704,0.00793671701103449,-0.0510840639472008
"917","23285","47632",Woodland,Assumed woodland,Scotland,373.736006064,0.58900463125,5890.0463104248,373.736006064918,300556.272673,660508.387592,-0.0424146875739098,-0.0552946478128433
